Year,AverageTemperature,MinimumTemperature,MaximumTemperature,Country
1931,9.536,4.982,14.345,Ireland
1931,9.205,4.395,13.512,Isle Of Man
1931,19.935,12.124,27.738,Israel
1931,12.718,4.018,22.785,Italy
1931,26.343,24.807,28.036,Jamaica
1931,11.489,-0.448,24.593,Japan
1931,19.634,9.528,28.826,Jordan
1931,4.392,-21.409,24.78,Kazakhstan
1931,24.458,23.199,26.314,Kenya
1931,26.726,25.625,27.513,Kiribati
1931,25.053,12.787,36.471,Kuwait
1931,2.345,-16.718,15.88,Kyrgyzstan
1931,24.106,19.245,27.975,Laos
1931,4.552,-8.005,17.937,Latvia
1931,17.949,9.936,26.352,Lebanon
1931,13.727,5.95,19.709,Lesotho
1931,25.462,23.853,27.195,Liberia
1931,23.084,13.815,31.458,Libya
1931,3.881,-5.386,14.136,Liechtenstein
1931,5.168,-7.059,17.71,Lithuania
1931,8.662,0.406,17.25,Luxembourg
1931,22.372,14.927,28.437,Macau
1931,10.333,-2.007,22.543,Macedonia
1931,22.931,19.398,24.936,Madagascar
1931,21.53,16.906,24.373,Malawi
1931,26.14,25.181,27.004,Malaysia
1931,29.241,22.528,33.849,Mali
1931,19.042,11.385,27.239,Malta
1931,27.933,19.824,33.336,Mauritania
1931,23.669,21.044,25.985,Mauritius
1931,20.471,14.195,24.895,Mexico
1931,8.244,-4.694,22.882,Moldova
1931,8.732,-0.247,18.584,Monaco
1931,-1.682,-23.627,17.422,Mongolia
1931,10.176,-1.439,22.228,Montenegro
1931,17.669,8.943,26.522,Morocco
1931,23.731,19.187,26.177,Mozambique
1931,20.692,13.699,24.886,Namibia
1931,15.27,7.12,22.766,Nepal
1931,8.783,1.254,16.732,Netherlands
1931,22.901,20.172,26.496,New Caledonia
1931,9.847,5.259,14.111,New Zealand
1931,26.263,24.962,27.752,Nicaragua
1931,28.727,21.929,32.976,Niger
1931,27.487,25.835,30.267,Nigeria
1931,6.158,-10.022,21.396,North Korea
1931,26.898,25.685,27.94,Northern Mariana Islands
1931,0.152,-9.023,11.516,Norway
1931,26.957,19.86,33.482,Oman
1931,20.506,8.61,29.574,Pakistan
1931,27.223,26.323,27.831,Palau
1931,26.591,25.289,27.537,Panama
1931,24.287,23.199,25.393,Papua New Guinea
1931,22.772,16.006,27.71,Paraguay
1931,19.919,18.428,21.364,Peru
1931,26.612,25.342,28.118,Philippines
1931,6.925,-3.777,18.509,Poland
1931,14.614,7.465,20.903,Portugal
1931,25.787,23.709,27.324,Puerto Rico
1931,26.735,17.408,35.53,Qatar
1931,8.404,-3.778,21.476,Romania
1931,-5.763,-29.151,15.358,Russia
1931,19.511,18.661,20.791,Rwanda
1931,26.232,24.752,27.351,Saint Kitts And Nevis
1931,27.049,25.738,27.96,Saint Lucia
1931,26.971,25.186,28.297,Saint Martin
1931,27.177,25.921,28.051,Saint Vincent And The Grenadines
1931,26.134,25.635,26.63,Samoa
1931,13.762,5.956,23.367,San Marino
1931,25.856,24.231,27.51,Sao Tome And Principe
1931,25.679,15.451,34.639,Saudi Arabia
1931,28.222,24.658,31.253,Senegal
1931,9.846,-2.285,22.192,Serbia
1931,26.856,25.736,28.183,Seychelles
1931,26.174,24.622,28.224,Sierra Leone
1931,26.878,25.497,27.83,Singapore
1931,26.971,25.186,28.297,Sint Maarten
1931,7.093,-2.291,18.923,Slovakia
1931,9.34,-1.042,20.69,Slovenia
1931,26.383,25.722,27.277,Solomon Islands
1931,27.111,24.378,28.606,Somalia
1931,17.39,9.917,23.299,South Africa
1931,11.492,-1.505,25.067,South Korea
1931,13.679,4.95,22.147,Spain
1931,27.222,25.478,28.589,Sri Lanka
1931,27.51,23.25,30.385,Sudan
1931,26.547,25.768,27.486,Suriname
1931,18.942,12.896,23.436,Swaziland
1931,1.985,-9.027,14.907,Sweden
1931,6.395,-2.58,16.494,Switzerland
1931,18.14,6.571,29.424,Syria
1931,3.441,-12.725,16.423,Tajikistan
1931,22.604,20.666,23.966,Tanzania
1931,26.509,23.205,29.388,Thailand
1931,25.922,24.007,27.261,Timor Leste
1931,27.299,25.42,29.777,Togo
1931,23.194,21.142,25.54,Tonga
1931,26.464,25.351,27.781,Trinidad And Tobago
1931,20.862,10.238,31.648,Tunisia
1931,11.725,0.715,23.259,Turkey
1931,13.597,-5.437,30.464,Turkmenistan
1931,26.829,24.366,29.468,Turks And Caicas Islands
1931,23.36,21.992,25.728,Uganda
1931,6.922,-7.719,22.252,Ukraine
1931,27.707,18.968,36.231,United Arab Emirates
1931,8.435,3.271,14.421,United Kingdom
1931,9.561,-1.843,22.143,United States
1931,16.596,9.453,24.222,Uruguay
1931,11.23,-9.511,28.658,Uzbekistan
1931,25.376,24.28,26.755,Venezuela
1931,24.102,19.77,27.681,Vietnam
1931,26.674,24.831,28.11,Virgin Islands
1931,26.259,20.043,30.745,Yemen
1931,21.527,16.449,25.031,Zambia
1931,21.404,15.065,24.495,Zimbabwe
1932,13.665,-1.456,27.439,Afghanistan
1932,12.584,-0.159,22.794,Albania
1932,23.617,11.592,34.059,Algeria
1932,26.8,26.167,27.517,American Samoa
1932,10.9,1.403,20.568,Andorra
1932,21.623,17.227,24.477,Angola
1932,26.56,24.715,28.176,Antigua And Barbuda
1932,14.979,8.117,22.243,Argentina
1932,8.129,-6.573,21.017,Armenia
1932,28.06,26.013,29.869,Aruba
1932,7.686,-5.818,21.37,Asia
1932,21.46,13.566,29.475,Australia
1932,6.256,-6.469,17.392,Austria
1932,10.734,-1.912,22.55,Azerbaijan
1932,25.294,22.727,28.247,Bahamas
1932,25.448,15.219,34.049,Bahrain
1932,25.154,18.591,28.518,Bangladesh
1932,26.667,25.424,27.628,Barbados
1932,6.53,-10.533,20.245,Belarus
1932,9.627,0.511,19.904,Belgium
1932,25.452,22.48,27.293,Belize
1932,27.22,25.129,30.097,Benin
1932,11.975,4.107,18.32,Bhutan
1932,20.821,17.657,22.924,Bolivia
1932,10.136,-4.201,21.141,Bosnia And Herzegovina
1932,21.774,13.219,26.968,Botswana
1932,24.973,23.7,25.964,Brazil
1932,26.449,24.218,28.404,British Virgin Islands
1932,10.43,-4.623,21.689,Bulgaria
1932,28.376,24.804,32.374,Burkina Faso
1932,23.872,18.49,27.531,Burma
1932,20.022,19.062,21.24,Burundi
1932,26.545,23.369,28.696,Cambodia
1932,24.482,23.039,26.054,Cameroon
1932,-5.173,-23.607,12.663,Canada
1932,24.308,22.037,27.22,Cape Verde
1932,26.938,25.197,28.992,Cayman Islands
1932,25.365,24.292,27.199,Central African Republic
1932,27.509,22.461,30.911,Chad
1932,9.526,5.471,14.082,Chile
1932,6.906,-6.706,20.464,China
1932,24.648,24.06,25.2,Colombia
1932,25.63,23.851,27.046,Comoros
1932,24.364,22.681,25.622,Congo
1932,23.715,22.274,24.755,Congo (Democratic Republic Of The)
1932,25.679,24.446,26.644,Costa Rica
1932,11.082,-2.916,22.512,Croatia
1932,25.597,23.797,27.828,Cuba
1932,18.934,10.439,27.11,Cyprus
1932,7.769,-4.826,18.952,Czech Republic
1932,25.692,23.93,27.357,Côte D'Ivoire
1932,8.461,0.756,18.33,Denmark
1932,28.271,23.915,32.39,Djibouti
1932,26.4,24.834,27.587,Dominica
1932,25.665,23.851,27.176,Dominican Republic
1932,21.734,20.671,22.706,Ecuador
1932,22.675,13.216,30.536,Egypt
1932,24.993,23.519,26.232,El Salvador
1932,24.844,22.733,26.156,Equatorial Guinea
1932,26.636,23.195,29.63,Eritrea
1932,5.739,-8.621,19.748,Estonia
1932,22.717,21.532,24.296,Ethiopia
1932,7.079,3.626,11.182,Faroe Islands
1932,26.698,26.275,27.059,Federated States Of Micronesia
1932,25.278,23.205,26.621,Fiji
1932,2.456,-9.961,16.651,Finland
1932,10.24,0.632,20.16,France
1932,26.13,25.071,27.435,French Polynesia
1932,24.113,21.796,25.508,Gabon
1932,27.466,24.494,29.686,Gambia
1932,19.382,9.644,27.604,Gaza Strip
1932,7.584,-4.559,18.228,Georgia
1932,8.353,-2.053,19.126,Germany
1932,26.56,24.421,28.6,Ghana
1932,14.938,3.414,24.881,Greece
1932,-16.874,-32.199,-0.726,Greenland
1932,26.89,25.918,27.755,Grenada
1932,26.807,25.887,27.42,Guam
1932,23.332,20.855,25.34,Guatemala
1932,25.291,23.651,28.081,Guinea
1932,26.748,24.884,28.982,Guinea Bissau
1932,26.122,25.143,27.379,Guyana
1932,26.367,24.868,27.798,Haiti
1932,24.916,22.652,26.589,Honduras
1932,22.398,14.022,28.135,Hong Kong
1932,9.455,-5.662,22.009,Hungary
1932,2.521,-3.226,9.13,Iceland
1932,24.079,17.231,29.777,India
1932,25.681,25.235,25.949,Indonesia
1932,17.074,3.32,28.659,Iran
1932,21.552,7.252,34.089,Iraq
1932,9.757,5.102,15.665,Ireland
1932,9.618,5.111,15.371,Isle Of Man
1932,19.794,10.404,27.66,Israel
1932,12.669,1.76,22.831,Italy
1932,26.26,24.909,27.882,Jamaica
1932,11.983,0.91,23.984,Japan
1932,19.447,8.177,28.926,Jordan
1932,5.611,-11.84,22.805,Kazakhstan
1932,23.989,22.186,24.975,Kenya
1932,26.511,25.613,27.333,Kiribati
1932,24.714,11.21,35.145,Kuwait
1932,2.969,-14.753,18.013,Kyrgyzstan
1932,23.303,18.348,27.569,Laos
1932,6.153,-8.273,20.034,Latvia
1932,17.8,7.906,26.414,Lebanon
1932,14.095,6.734,18.686,Lesotho
1932,25.073,23.446,26.311,Liberia
1932,22.865,13.19,30.91,Libya
1932,4.607,-7.238,15.631,Liechtenstein
1932,6.641,-7.86,20.018,Lithuania
1932,9.234,-0.66,19.972,Luxembourg
1932,22.123,13.231,28.205,Macau
1932,10.291,-3.777,21.665,Macedonia
1932,22.597,19.229,25.087,Madagascar
1932,21.267,16.816,24.26,Malawi
1932,25.75,24.961,26.294,Malaysia
1932,28.892,20.893,34.946,Mali
1932,18.824,11.403,25.616,Malta
1932,27.651,19.535,33.784,Mauritania
1932,23.305,20.912,26.152,Mauritius
1932,20.584,15.05,25.604,Mexico
1932,8.755,-8.853,21.672,Moldova
1932,8.817,-1.722,19.7,Monaco
1932,-0.056,-18.992,19.297,Mongolia
1932,10.03,-4.14,21.281,Montenegro
1932,17.228,9.28,25.984,Morocco
1932,23.482,18.962,25.944,Mozambique
1932,20.375,13.143,24.934,Namibia
1932,15.174,6.475,22.619,Nepal
1932,9.425,1.297,19.072,Netherlands
1932,22.682,19.448,25.705,New Caledonia
1932,10.011,4.369,14.353,New Zealand
1932,26.106,24.653,27.337,Nicaragua
1932,27.916,19.492,33.625,Niger
1932,26.868,23.889,29.888,Nigeria
1932,6.956,-8.214,21.315,North Korea
1932,26.807,25.887,27.42,Northern Mariana Islands
1932,0.825,-6.291,11.363,Norway
1932,26.735,20.214,32.566,Oman
1932,20.615,9.455,29.689,Pakistan
1932,27.02,26.418,27.402,Palau
1932,26.304,25.314,27.319,Panama
1932,24.483,22.967,25.25,Papua New Guinea
1932,23.467,18.198,27.551,Paraguay
1932,19.879,18.278,20.941,Peru
1932,26.206,24.455,27.563,Philippines
1932,7.856,-5.798,20.343,Poland
1932,14.27,7.6,22.596,Portugal
1932,25.618,23.225,27.382,Puerto Rico
1932,26.419,17.428,34.446,Qatar
1932,8.396,-7.997,20.78,Romania
1932,-4.758,-22.65,15.329,Russia
1932,19.187,18.33,20.018,Rwanda
1932,25.96,24.109,27.622,Saint Kitts And Nevis
1932,26.839,25.617,27.842,Saint Lucia
1932,26.739,24.697,28.513,Saint Martin
1932,26.958,25.824,27.973,Saint Vincent And The Grenadines
1932,26.522,25.823,27.156,Samoa
1932,13.66,1.75,23.939,San Marino
1932,25.568,23.949,26.81,Sao Tome And Principe
1932,25.317,15.001,33.947,Saudi Arabia
1932,27.85,24.337,30.561,Senegal
1932,9.637,-5.53,21.438,Serbia
1932,26.681,25.821,27.95,Seychelles
1932,25.793,24.179,27.224,Sierra Leone
1932,26.526,25.54,27.315,Singapore
1932,26.739,24.697,28.513,Sint Maarten
1932,7.537,-6.766,19.68,Slovakia
1932,9.48,-4.061,21.115,Slovenia
1932,26.433,25.573,26.855,Solomon Islands
1932,26.672,24.906,28.082,Somalia
1932,17.618,10.198,22.381,South Africa
1932,11.943,-0.429,25.658,South Korea
1932,13.169,4.657,23.038,Spain
1932,26.819,25.133,27.865,Sri Lanka
1932,27.07,22.532,30.27,Sudan
1932,26.443,25.611,27.834,Suriname
1932,18.989,13.06,22.651,Swaziland
1932,3.387,-4.492,15.745,Sweden
1932,6.841,-4.354,18.002,Switzerland
1932,17.987,5.028,29.437,Syria
1932,3.718,-12.749,18.414,Tajikistan
1932,22.234,19.791,24.107,Tanzania
1932,25.932,21.912,28.997,Thailand
1932,25.476,23.596,26.73,Timor Leste
1932,26.835,24.914,28.896,Togo
1932,23.555,20.876,25.931,Tonga
1932,26.26,25.268,26.973,Trinidad And Tobago
1932,20.497,10.77,29.415,Tunisia
1932,11.576,-1.214,22.554,Turkey
1932,14.255,-3.065,29.073,Turkmenistan
1932,26.821,24.877,28.991,Turks And Caicas Islands
1932,22.862,21.488,24.068,Uganda
1932,7.763,-10.38,20.772,Ukraine
1932,27.423,18.784,35.272,United Arab Emirates
1932,8.857,3.863,15.77,United Kingdom
1932,8.54,-3.657,21.495,United States
1932,17.689,11.071,24.852,Uruguay
1932,11.898,-6.192,27.594,Uzbekistan
1932,25.095,24.225,26.113,Venezuela
1932,23.37,18.356,27.515,Vietnam
1932,26.449,24.218,28.404,Virgin Islands
1932,25.898,20.564,30.232,Yemen
1932,21.135,15.812,24.988,Zambia
1932,20.926,14.589,25.054,Zimbabwe
1933,13.883,-2.244,27.784,Afghanistan
1933,12.011,2.386,21.476,Albania
1933,23.169,12.463,33.185,Algeria
1933,26.706,26.042,27.324,American Samoa
1933,11.169,1.2,21.629,Andorra
1933,21.835,18.873,23.792,Angola
1933,26.217,24.306,27.629,Antigua And Barbuda
1933,14.583,5.791,21.021,Argentina
1933,7.769,-7.842,21.757,Armenia
1933,27.718,25.446,29.518,Aruba
1933,6.95,-9.071,21.22,Asia
1933,21.387,13.784,27.714,Australia
1933,5.329,-6.969,16.24,Austria
1933,10.596,-2.971,23.389,Azerbaijan
1933,25.353,22.368,28.41,Bahamas
1933,25.262,14.511,33.954,Bahrain
1933,24.773,16.955,28.112,Bangladesh
1933,26.317,24.898,27.13,Barbados
1933,4.513,-9.485,18.477,Belarus
1933,9.311,-2.604,18.87,Belgium
1933,25.527,22.745,27.613,Belize
1933,27.511,25.283,30.024,Benin
1933,11.832,3.057,18.094,Bhutan
1933,20.805,16.713,22.832,Bolivia
1933,9.616,-1.738,19.95,Bosnia And Herzegovina
1933,22.037,14.851,26.48,Botswana
1933,24.613,22.691,25.468,Brazil
1933,26.131,24.153,27.716,British Virgin Islands
1933,9.338,-2.374,19.671,Bulgaria
1933,28.181,25.791,31.599,Burkina Faso
1933,23.832,18.764,26.573,Burma
1933,19.962,19.279,20.497,Burundi
1933,26.668,24.226,28.771,Cambodia
1933,24.803,23.244,26.455,Cameroon
1933,-6.116,-26.595,12.445,Canada
1933,23.685,21.163,25.928,Cape Verde
1933,26.895,24.947,28.685,Cayman Islands
1933,25.731,24.106,28.07,Central African Republic
1933,27.816,23.586,31.376,Chad
1933,9.264,3.956,13.702,Chile
1933,6.63,-10.679,20.081,China
1933,24.462,23.892,24.952,Colombia
1933,25.462,23.19,27.113,Comoros
1933,24.612,23.18,25.775,Congo
1933,23.75,22.819,24.507,Congo (Democratic Republic Of The)
1933,25.519,24.193,26.756,Costa Rica
1933,10.522,-1.598,21.376,Croatia
1933,25.513,23.361,27.503,Cuba
1933,18.219,10.778,25.824,Cyprus
1933,6.744,-5.901,18.151,Czech Republic
1933,26.119,24.618,27.468,Côte D'Ivoire
1933,8.226,-0.497,17.974,Denmark
1933,28.649,24.212,32.859,Djibouti
1933,26.028,24.163,27.131,Dominica
1933,25.505,23.86,27.092,Dominican Republic
1933,21.312,20.437,22.432,Ecuador
1933,22.705,13.779,30.708,Egypt
1933,25.051,23.4,26.598,El Salvador
1933,25.197,23.581,26.258,Equatorial Guinea
1933,26.45,23.524,29.569,Eritrea
1933,4.432,-7.145,18.078,Estonia
1933,23.093,21.131,24.942,Ethiopia
1933,7.852,2.586,11.991,Faroe Islands
1933,26.553,26.168,26.985,Federated States Of Micronesia
1933,25.147,22.733,27.323,Fiji
1933,1.356,-11.891,16.399,Finland
1933,10.306,-0.527,20.069,France
1933,25.887,24.794,26.657,French Polynesia
1933,24.431,22.568,25.542,Gabon
1933,27.5,23.801,30.401,Gambia
1933,18.925,10.078,26.246,Gaza Strip
1933,7.164,-5.494,18.588,Georgia
1933,7.704,-4.209,18.377,Germany
1933,26.943,24.993,28.666,Ghana
1933,14.145,5.13,23.285,Greece
1933,-16.684,-28.593,-0.601,Greenland
1933,26.552,25.806,27.202,Grenada
1933,26.823,25.824,27.484,Guam
1933,23.418,20.948,25.59,Guatemala
1933,25.48,23.491,28.2,Guinea
1933,26.854,24.27,29.581,Guinea Bissau
1933,25.795,25.018,26.617,Guyana
1933,26.239,24.7,27.922,Haiti
1933,24.932,22.589,26.92,Honduras
1933,22.675,12.771,29.145,Hong Kong
1933,8.632,-5.453,20.433,Hungary
1933,3.14,-4.579,10.457,Iceland
1933,23.56,16.262,28.36,India
1933,25.637,25.285,26.127,Indonesia
1933,17.221,3.362,29.347,Iran
1933,21.076,6.862,33.401,Iraq
1933,10.042,4.263,16.384,Ireland
1933,10.043,4.748,16.127,Isle Of Man
1933,19.404,10.897,26.372,Israel
1933,12.399,3.469,22.051,Italy
1933,25.952,24.573,27.208,Jamaica
1933,11.953,-0.272,25.113,Japan
1933,19.029,8.446,27.615,Jordan
1933,4.62,-16.94,23.964,Kazakhstan
1933,24.232,22.62,25.944,Kenya
1933,26.164,25.606,26.751,Kiribati
1933,24.45,11.315,35.236,Kuwait
1933,3.128,-17.24,17.881,Kyrgyzstan
1933,23.505,16.722,27.552,Laos
1933,4.617,-7.878,18.193,Latvia
1933,17.239,8.256,25.126,Lebanon
1933,13.927,6.27,19.677,Lesotho
1933,25.452,24.18,26.745,Liberia
1933,22.613,13.285,30.507,Libya
1933,3.88,-8.186,14.576,Liechtenstein
1933,4.948,-7.952,17.977,Lithuania
1933,8.894,-3.155,18.998,Luxembourg
1933,22.43,11.779,29.189,Macau
1933,9.634,-1.679,20.063,Macedonia
1933,22.611,18.946,25.101,Madagascar
1933,21.199,17.321,25.088,Malawi
1933,25.761,25.007,26.527,Malaysia
1933,28.275,21.878,34.263,Mali
1933,18.562,12.762,25.108,Malta
1933,27.078,18.46,32.642,Mauritania
1933,23.411,20.28,26.121,Mauritius
1933,20.913,15.587,25.318,Mexico
1933,7.184,-7.358,19.756,Moldova
1933,8.808,-2.071,19.674,Monaco
1933,-1.316,-25.124,17.346,Mongolia
1933,9.475,-1.537,19.853,Montenegro
1933,17.564,8.91,27.428,Morocco
1933,23.332,19.521,26.426,Mozambique
1933,20.924,15.04,24.996,Namibia
1933,14.499,4.509,20.871,Nepal
1933,9.076,-1.724,18.145,Netherlands
1933,22.635,19.423,25.928,New Caledonia
1933,10.437,5.048,15.694,New Zealand
1933,26.04,24.488,27.653,Nicaragua
1933,27.893,21.108,32.809,Niger
1933,27.204,25.434,29.822,Nigeria
1933,6.464,-11.902,22.462,North Korea
1933,26.823,25.824,27.484,Northern Mariana Islands
1933,1.07,-8.088,12.037,Norway
1933,26.567,19.315,32.819,Oman
1933,20.341,7.333,30.144,Pakistan
1933,27.107,26.525,27.636,Palau
1933,26.109,24.862,27.111,Panama
1933,24.523,23.98,24.959,Papua New Guinea
1933,23.409,15.909,27.724,Paraguay
1933,19.584,18,20.712,Peru
1933,26.362,24.926,28.037,Philippines
1933,6.477,-6.999,18.795,Poland
1933,14.711,6.155,24.004,Portugal
1933,25.313,23.218,26.922,Puerto Rico
1933,26.178,16.112,34.141,Qatar
1933,7.249,-6.597,18.604,Romania
1933,-6.252,-27.242,15.058,Russia
1933,19.132,18.581,19.457,Rwanda
1933,25.616,23.814,26.959,Saint Kitts And Nevis
1933,26.487,25.134,27.223,Saint Lucia
1933,26.436,24.442,27.945,Saint Martin
1933,26.609,25.476,27.296,Saint Vincent And The Grenadines
1933,26.414,25.715,26.907,Samoa
1933,13.29,4.846,22.671,San Marino
1933,26.064,24.901,26.935,Sao Tome And Principe
1933,25.055,14.991,33.307,Saudi Arabia
1933,27.844,23.444,31.619,Senegal
1933,8.983,-3.635,19.842,Serbia
1933,26.663,25.78,27.926,Seychelles
1933,26.009,24.524,27.874,Sierra Leone
1933,26.368,25.405,27.327,Singapore
1933,26.436,24.442,27.945,Sint Maarten
1933,6.413,-6.702,17.958,Slovakia
1933,8.837,-3.416,19.699,Slovenia
1933,26.336,25.936,27.031,Solomon Islands
1933,26.884,24.563,28.577,Somalia
1933,17.527,10.397,23.088,South Africa
1933,11.693,-3.96,25.88,South Korea
1933,13.651,3.72,24.837,Spain
1933,26.689,25.052,27.903,Sri Lanka
1933,27.466,23.814,30.81,Sudan
1933,26.057,25.199,27.136,Suriname
1933,18.832,13.42,23.052,Swaziland
1933,3.016,-8.164,15.894,Sweden
1933,6.501,-4.862,17.087,Switzerland
1933,17.363,4.886,28.413,Syria
1933,3.839,-15.53,18.362,Tajikistan
1933,22.25,20.28,24.131,Tanzania
1933,26.035,22.495,28.499,Thailand
1933,25.676,23.952,26.934,Timor Leste
1933,27.162,25.151,29.093,Togo
1933,23.435,20.238,26.352,Tonga
1933,25.9,25.186,26.658,Trinidad And Tobago
1933,20.15,10.433,28.897,Tunisia
1933,10.839,-1.002,22.299,Turkey
1933,14.501,-2.58,30.119,Turkmenistan
1933,26.686,24.465,28.993,Turks And Caicas Islands
1933,22.967,22.05,24.098,Uganda
1933,5.99,-8.645,19.644,Ukraine
1933,27.216,17.778,35.015,United Arab Emirates
1933,9.305,2.462,16.666,United Kingdom
1933,9.031,-3.768,21.917,United States
1933,17.343,9.034,23.456,Uruguay
1933,11.917,-6.946,28.627,Uzbekistan
1933,24.811,23.94,25.798,Venezuela
1933,23.646,17.413,27.555,Vietnam
1933,26.131,24.153,27.716,Virgin Islands
1933,25.914,20.216,30.393,Yemen
1933,21.031,17.328,24.387,Zambia
1933,20.819,16.334,24.485,Zimbabwe
1934,13.341,-4.379,26.822,Afghanistan
1934,13.524,2.807,22.609,Albania
1934,22.745,10.799,33.645,Algeria
1934,26.776,26.286,27.132,American Samoa
1934,11.433,3.033,21.117,Andorra
1934,21.98,20.098,23.278,Angola
1934,26.193,24.52,27.561,Antigua And Barbuda
1934,14.354,8.025,22.268,Argentina
1934,7.96,-7.102,20.958,Armenia
1934,27.969,25.354,29.847,Aruba
1934,7.402,-7.701,20.871,Asia
1934,21.507,14.103,28.07,Australia
1934,7.415,-3.654,16.872,Austria
1934,10.58,-2.827,23.298,Azerbaijan
1934,24.98,21.612,28.213,Bahamas
1934,25.487,14.045,33.919,Bahrain
1934,24.758,17.438,28.469,Bangladesh
1934,26.304,24.891,27.311,Barbados
1934,7.469,-5.536,18.429,Belarus
1934,10.446,1.944,18.804,Belgium
1934,25.418,22.892,27.306,Belize
1934,27.361,25.617,29.618,Benin
1934,11.684,3.436,18.337,Bhutan
1934,20.716,18.141,22.77,Bolivia
1934,11.431,-0.64,20.357,Bosnia And Herzegovina
1934,21.899,15.911,25.505,Botswana
1934,24.649,23.088,25.678,Brazil
1934,26.107,24.248,27.691,British Virgin Islands
1934,11.375,-1.293,21.131,Bulgaria
1934,28.006,24.126,31.246,Burkina Faso
1934,23.612,17.812,27.275,Burma
1934,19.999,19.19,21.422,Burundi
1934,26.396,23.422,28.421,Cambodia
1934,24.394,23.414,25.694,Cameroon
1934,-5.207,-23.564,12.643,Canada
1934,23.494,20.101,26.935,Cape Verde
1934,26.659,24.201,28.625,Cayman Islands
1934,25.278,24.158,27.106,Central African Republic
1934,27.107,21.401,30.272,Chad
1934,9.292,4.83,14.066,Chile
1934,6.363,-9.997,19.895,China
1934,24.444,23.967,25.146,Colombia
1934,25.511,23.611,26.973,Comoros
1934,24.755,24.009,25.786,Congo
1934,23.865,23.463,24.562,Congo (Democratic Republic Of The)
1934,25.705,24.761,26.68,Costa Rica
1934,12.355,0.426,21.695,Croatia
1934,25.256,22.617,27.4,Cuba
1934,19.139,10.016,26.811,Cyprus
1934,9.191,-1.793,18.637,Czech Republic
1934,26.136,24.698,27.276,Côte D'Ivoire
1934,9.439,1.944,17.609,Denmark
1934,28.422,23.271,32.973,Djibouti
1934,25.915,24.405,27.242,Dominica
1934,25.379,23.342,27.081,Dominican Republic
1934,21.571,20.887,22.338,Ecuador
1934,22.86,12.797,30.038,Egypt
1934,25.218,24.298,26.517,El Salvador
1934,25.232,24.094,26.222,Equatorial Guinea
1934,26.656,23.022,29.467,Eritrea
1934,6.968,-3.619,17.97,Estonia
1934,22.838,21.046,24.476,Ethiopia
1934,7.536,3.908,11.735,Faroe Islands
1934,26.795,26.477,27.068,Federated States Of Micronesia
1934,25.026,23.31,26.896,Fiji
1934,3.475,-8.37,16.765,Finland
1934,10.887,2.702,20.064,France
1934,26.1,24.935,27.252,French Polynesia
1934,24.593,23.376,25.728,Gabon
1934,27.152,23.882,29.265,Gambia
1934,19.491,9.666,27.264,Gaza Strip
1934,7.784,-4.196,18.427,Georgia
1934,9.57,0.061,18.469,Germany
1934,26.901,25.177,28.591,Ghana
1934,15.553,5.015,24.871,Greece
1934,-17.583,-31.967,-0.941,Greenland
1934,26.613,25.519,27.276,Grenada
1934,26.82,26.192,27.559,Guam
1934,23.401,21.387,24.979,Guatemala
1934,25.464,23.617,27.936,Guinea
1934,26.609,24.32,28.648,Guinea Bissau
1934,25.679,24.595,26.619,Guyana
1934,26.104,24.222,27.798,Haiti
1934,24.975,23.002,26.651,Honduras
1934,22.085,13.064,27.988,Hong Kong
1934,11.051,-2.461,20.603,Hungary
1934,2.501,-2.663,9.795,Iceland
1934,23.767,15.991,29.917,India
1934,25.567,25.174,25.917,Indonesia
1934,16.913,1.783,29.2,Iran
1934,21.498,6.907,33.484,Iraq
1934,10.001,5.731,16.87,Ireland
1934,10.099,5.162,16.073,Isle Of Man
1934,19.924,10.281,27.316,Israel
1934,13.323,4.021,22.526,Italy
1934,25.905,24.177,27.376,Jamaica
1934,11.499,-0.232,23.77,Japan
1934,19.536,8.599,28.25,Jordan
1934,3.822,-17.546,21.246,Kazakhstan
1934,24.208,22.969,25.382,Kenya
1934,26.552,25.691,27.558,Kiribati
1934,24.584,10.902,35.303,Kuwait
1934,1.808,-17.826,15.448,Kyrgyzstan
1934,23.152,16.605,27.065,Laos
1934,7.363,-4.25,18.04,Latvia
1934,17.921,8.034,26.092,Lebanon
1934,13.768,6.872,17.972,Lesotho
1934,25.492,24.308,26.464,Liberia
1934,22.624,12.341,30.871,Libya
1934,5.587,-4.777,14.991,Liechtenstein
1934,7.836,-3.481,17.782,Lithuania
1934,10.151,1.257,18.993,Luxembourg
1934,21.781,12.215,27.969,Macau
1934,11.323,-1.178,21.289,Macedonia
1934,22.647,19.26,24.98,Madagascar
1934,21.356,18.068,23.761,Malawi
1934,25.563,24.645,26.269,Malaysia
1934,27.972,20.052,33.861,Mali
1934,18.912,11.934,25.962,Malta
1934,27.143,18.145,33.39,Mauritania
1934,23.193,20.287,25.762,Mauritius
1934,20.876,15.101,25.076,Mexico
1934,9.723,-4.775,20.662,Moldova
1934,9.47,0.025,19.798,Monaco
1934,-1.313,-23.515,17.831,Mongolia
1934,11.237,-0.842,20.697,Montenegro
1934,17.113,8.071,25.974,Morocco
1934,23.553,19.901,25.712,Mozambique
1934,20.301,15.291,23.979,Namibia
1934,14.778,5.038,20.912,Nepal
1934,10.243,2.278,17.759,Netherlands
