Year,AverageTemperature,MinimumTemperature,MaximumTemperature,State,Country
1931,-4.824,-28.768,14.554,Krasnoyarsk,Russia
1931,1.666,-21.377,22.117,Kurgan,Russia
1931,4.606,-14.155,21.854,Kursk,Russia
1931,2.868,-11.374,17.559,Leningrad,Russia
1931,6.879,-11.548,22.697,Liaoning,China
1931,4.013,-16.066,22.19,Lipetsk,Russia
1931,19.315,9.323,27.946,Louisiana,United States
1931,25.782,17.748,34.373,Madhya Pradesh,India
1931,-12.349,-38.393,13.046,Maga Buryatdan,Russia
1931,26.274,20.482,32.883,Maharashtra,India
1931,5.912,-10.063,19.681,Maine,United States
1931,21.545,14.698,26.226,Manipur,India
1931,-0.475,-19.425,17.064,Manitoba,Canada
1931,2.646,-16.207,21.471,Mariy El,Russia
1931,13.394,1.687,25.37,Maryland,United States
1931,9.013,-4.894,21.727,Massachusetts,United States
1931,25.429,23.27,26.472,Mato Grosso,Brazil
1931,23.148,18.003,26.761,Mato Grosso Do Sul,Brazil
1931,23.699,17.457,28.284,Meghalaya,India
1931,8.915,-4.172,22.022,Michigan,United States
1931,21.829,19.012,24.293,Minas Gerais,Brazil
1931,7.657,-6.933,21.766,Minnesota,United States
1931,17.941,6.986,26.984,Mississippi,United States
1931,14.09,1.701,26.489,Missouri,United States
1931,23.75,17.537,27.336,Mizoram,India
1931,6.687,-5.241,19.699,Montana,United States
1931,3.175,-16.772,22.318,Mordovia,Russia
1931,3.282,-14.66,20.004,Moscow City,Russia
1931,3.298,-14.776,20.225,Moskva,Russia
1931,-0.456,-13.046,14.232,Murmansk,Russia
1931,21.727,14.893,26.766,Nagaland,India
1931,10.962,-1.367,24.793,Nebraska,United States
1931,2.6,-18.951,21.319,Nei Mongol,China
1931,-3.352,-17.561,12.669,Nenets,Russia
1931,10.13,-3.444,25.026,Nevada,United States
1931,5.292,-11.345,19.721,New Brunswick,Canada
1931,7.051,-8.256,20.934,New Hampshire,United States
1931,12.043,-0.613,24.429,New Jersey,United States
1931,11.683,-0.06,23.095,New Mexico,United States
1931,16.715,9.018,24.233,New South Wales,Australia
1931,8.728,-5.956,22.146,New York,United States
1931,-0.448,-15.721,13.812,Newfoundland And Labrador,Canada
1931,7.473,-8.869,20.879,Ningxia Hui,China
1931,2.998,-15.554,21.353,Nizhegorod,Russia
1931,15.544,4.741,26.439,North Carolina,United States
1931,6.971,-6.533,21.541,North Dakota,United States
1931,5.982,-6.459,18.686,North Ossetia,Russia
1931,24.744,17.987,30.022,Northern Territory,Australia
1931,-8.422,-27.404,12.744,Northwest Territories,Canada
1931,7.019,-5.208,19.492,Nova Scotia,Canada
1931,3.064,-12.239,18.419,Novgorod,Russia
1931,-0.466,-24.881,18.946,Novosibirsk,Russia
1931,-12.813,-30.663,9.395,Nunavut,Canada
1931,11.909,-0.742,24.822,Ohio,United States
1931,16.215,4.949,27.936,Oklahoma,United States
1931,0.009,-23.108,19.264,Omsk,Russia
1931,2.305,-16.831,18.183,Ontario,Canada
1931,8.529,-1.591,19.543,Oregon,United States
1931,3.996,-15.123,21.311,Orel,Russia
1931,2.864,-22.019,25.388,Orenburg,Russia
1931,26.367,19.765,32.018,Orissa,India
1931,10.624,-2.277,23.307,Pennsylvania,United States
1931,3.399,-17.761,23.399,Penza,Russia
1931,0.806,-17.729,19.094,Perm',Russia
1931,25.742,23.658,27.073,Pernambuco,Brazil
1931,0.481,-22.121,19.1,Primor'Ye,Russia
1931,6.354,-7.885,20.128,Prince Edward Island,Canada
1931,3.726,-10.839,18.217,Pskov,Russia
1931,27.579,24.65,30.664,Puducherry,India
1931,23.419,12.028,33.133,Punjab,India
1931,-2.1,-15.166,10.22,Qinghai,China
1931,23.19,15.774,29.336,Queensland,Australia
1931,26.007,16.706,34.65,Rajasthan,India
1931,10.326,-2.414,22.194,Rhode Island,United States
1931,21.743,18.859,24.692,Rio De Janeiro,Brazil
1931,27.227,26.21,28.255,Rio Grande Do Norte,Brazil
1931,18.352,11.86,24.748,Rio Grande Do Sul,Brazil
1931,26.094,24.781,27.054,Roraima,Brazil
1931,7.557,-11.103,25.38,Rostov,Russia
1931,3.409,-16.343,21.658,Ryazan',Russia
1931,-13.03,-44.715,14.429,Sakha,Russia
1931,-2.029,-22.693,14.914,Sakhalin,Russia
1931,3.207,-19.74,25.1,Samara,Russia
1931,18.003,12.7,23.408,Santa Catarina,Brazil
1931,4.235,-19.116,26.079,Saratov,Russia
1931,1.977,-13.107,17.705,Saskatchewan,Canada
1931,25.674,23.48,27.361,Sergipe,Brazil
1931,10.647,-3.837,22.714,Shaanxi,China
1931,12.464,-2.397,25.602,Shandong,China
1931,15.545,3.61,27.949,Shanghai,China
1931,8.658,-7.86,22.048,Shanxi,China
1931,8.226,-1.534,16.834,Sichuan,China
1931,3.469,-4.168,10.977,Sikkim,India
1931,3.609,-13.159,19.363,Smolensk,Russia
1931,18.319,10.74,25.456,South Australia,Australia
1931,17.702,7.029,27.966,South Carolina,United States
1931,9.413,-4.307,24.23,South Dakota,United States
1931,8.438,-6.829,24.193,Stavropol',Russia
1931,0.865,-18.126,19.373,Sverdlovsk,Russia
1931,3.903,-16.75,22.905,Tambov,Russia
1931,27.017,23.935,30.049,Tamil Nadu,India
1931,10.386,6.614,13.883,Tasmania,Australia
1931,2.73,-18.187,22.982,Tatarstan,Russia
1931,-12.761,-36.104,8.381,Taymyr,Russia
1931,15.033,3.297,25.993,Tennessee,United States
1931,18.243,8.073,27.678,Texas,United States
1931,10.962,-5.496,25.257,Tianjin,China
1931,26.008,25.006,27.516,Tocantins,Brazil
1931,-1.966,-24.084,16.996,Tomsk,Russia
1931,25.101,18.789,28.728,Tripura,India
1931,3.472,-15.685,20.932,Tula,Russia
1931,-7.722,-33.263,12.345,Tuva,Russia
1931,3.039,-13.443,18.948,Tver',Russia
1931,0.23,-21.009,19.278,Tyumen',Russia
1931,2.026,-17.593,21.077,Udmurt,Russia
1931,3.056,-18.496,23.971,Ul'Yanovsk,Russia
1931,-4.126,-26.888,15.276,Ust Orda Buryat,Russia
1931,8.617,-6.388,23.614,Utah,United States
1931,25.19,16.042,34.154,Uttar Pradesh,India
1931,15.141,5.644,23.222,Uttaranchal,India
1931,6.861,-8.753,20.86,Vermont,United States
1931,13.408,7.966,18.862,Victoria,Australia
1931,13.87,2.592,25.491,Virginia,United States
1931,3.255,-15.254,20.934,Vladimir,Russia
1931,5.912,-16.266,26.255,Volgograd,Russia
1931,1.866,-14.472,18.462,Vologda,Russia
1931,5.163,-15.333,23.83,Voronezh,Russia
1931,8.082,-2.164,18.445,Washington,United States
1931,25.275,18.609,30.262,West Bengal,India
1931,12.178,0.507,24.286,West Virginia,United States
1931,21.679,14.276,28.722,Western Australia,Australia
1931,8.872,-4.831,22.486,Wisconsin,United States
1931,5.884,-6.747,20.132,Wyoming,United States
1931,4.574,-14.791,20.013,Xinjiang Uygur,China
1931,-2.563,-12.92,7.675,Xizang,China
1931,-6.875,-27.349,13.163,Yamal Nenets,Russia
1931,2.61,-14.731,19.393,Yaroslavl',Russia
1931,-1.182,-29.155,19.838,Yevrey,Russia
1931,-6.528,-23.581,10.568,Yukon,Canada
1931,16.125,8.852,21.418,Yunnan,China
1931,16.18,4.911,27.572,Zhejiang,China
1932,25.668,24.293,26.515,Acre,Brazil
1932,9.31,-5.296,20.429,Adygey,Russia
1932,-1.363,-21.299,18.785,Aga Buryat,Russia
1932,17.638,9.361,27.802,Alabama,United States
1932,24.814,22.491,26.127,Alagoas,Brazil
1932,-5.616,-23.871,11.291,Alaska,United States
1932,-0.659,-17.339,15.678,Alberta,Canada
1932,2.551,-13.38,20.879,Altay,Russia
1932,26.101,25.398,27.113,Amazonas,Brazil
1932,-4.647,-27.718,17.523,Amur,Russia
1932,27.219,26.033,28.652,Andaman And Nicobar,India
1932,26.947,21.949,31.815,Andhra Pradesh,India
1932,15.443,2.253,29.314,Anhui,China
1932,14.894,1.561,26.674,Arizona,United States
1932,16.113,3.725,27.645,Arkansas,United States
1932,-1.195,-17.476,13.16,Arkhangel'Sk,Russia
1932,13.897,6.211,20.326,Arunachal Pradesh,India
1932,22.043,14.974,26.921,Assam,India
1932,8.687,-10.873,23.562,Astrakhan',Russia
1932,11.447,3.866,20.192,Australian Capital Territory,Australia
1932,24.365,21.946,25.607,Bahia,Brazil
1932,2.515,-17.024,17.92,Bashkortostan,Russia
1932,9.239,-7.078,24.587,Beijing,China
1932,6.76,-13.702,20.378,Belgorod,Russia
1932,24.858,16.469,31.262,Bihar,India
1932,-0.336,-13.432,12.305,British Columbia,Canada
1932,6.218,-12.923,19.838,Bryansk,Russia
1932,-4.989,-25.094,16.294,Buryat,Russia
1932,14,3.553,22.891,California,United States
1932,13.778,5.458,22.186,Chandigarh,India
1932,7.826,-6.6,19.57,Chechnya,Russia
1932,2.387,-15.752,17.617,Chelyabinsk,Russia
1932,25.806,18.676,32.984,Chhattisgarh,India
1932,-4.859,-25.975,16.976,Chita,Russia
1932,16.106,4.927,26.941,Chongqing,China
1932,-11.615,-31.804,9.472,Chukot,Russia
1932,4.3,-17.598,20.247,Chuvash,Russia
1932,5.058,-10.383,18.696,City Of St. Petersburg,Russia
1932,6.535,-8.303,20.412,Colorado,United States
1932,9.898,-0.845,21.149,Connecticut,United States
1932,25.181,20.025,30.414,Dadra And Nagar Haveli,India
1932,9.351,-4.663,21.315,Dagestan,Russia
1932,26.648,22.852,30.005,Daman And Diu,India
1932,12.749,3.588,23.627,Delaware,United States
1932,25.627,15.305,36.005,Delhi,India
1932,12.748,2.381,24.161,District Of Columbia,United States
1932,22.265,20.467,23.695,Distrito Federal,Brazil
1932,-9.131,-30.627,15.607,Evenk,Russia
1932,22.212,16.533,28.373,Florida,United States
1932,18.473,8.601,27.556,Fujian,China
1932,5.936,-8.661,20.472,Gansu,China
1932,18.325,10.902,27.845,Georgia (State),United States
1932,25.655,23.842,28.293,Goa,India
1932,-3.341,-19.857,14.006,Gorno Altay,Russia
1932,20.878,11.418,27.901,Guangdong,China
1932,19.872,9.746,27.423,Guangxi,China
1932,15.235,4.662,24.028,Guizhou,China
1932,26.659,20.817,32.495,Gujarat,India
1932,23.932,17.414,28.701,Hainan,China
1932,24.69,14.1,35.198,Haryana,India
1932,22.156,20.256,23.81,Hawaii,United States
1932,9.358,-6.678,24.592,Hebei,China
1932,1.446,-18.146,20.49,Heilongjiang,China
1932,14.359,0.634,28.433,Henan,China
1932,9.435,0.365,18.495,Himachal Pradesh,India
1932,15.927,3.288,28.721,Hubei,China
1932,16.768,4.519,28.132,Hunan,China
1932,4.664,-9.381,17.54,Idaho,United States
1932,11.287,-1.704,24.872,Illinois,United States
1932,11.384,-0.785,24.319,Indiana,United States
1932,6.946,-6.8,18.186,Ingush,Russia
1932,8.558,-6.233,24.045,Iowa,United States
1932,-4.072,-24,17.91,Irkutsk,Russia
1932,4.485,-15.799,19.263,Ivanovo,Russia
1932,3.367,-8.145,14.246,Jammu And Kashmir,India
1932,25.304,17.318,31.799,Jharkhand,India
1932,14.966,1.506,29.117,Jiangsu,China
1932,17.479,5.727,28.87,Jiangxi,China
1932,4.47,-13.908,21.817,Jilin,China
1932,6.875,-7.34,18.333,Kabardin Balkar,Russia
1932,7.206,-6.357,20.076,Kaliningrad,Russia
1932,8.981,-10.034,23.237,Kalmyk,Russia
1932,5.365,-14.223,19.236,Kaluga,Russia
1932,-3.062,-20.636,10.14,Kamchatka,Russia
1932,12.066,-3.002,27.226,Kansas,United States
1932,7.756,-6.801,18.783,Karachay Cherkess,Russia
1932,2.391,-12.717,16.703,Karelia,Russia
1932,25.444,22.359,29.223,Karnataka,India
1932,1.045,-13.608,19.545,Kemerovo,Russia
1932,13.549,2.398,25.239,Kentucky,United States
1932,26.195,25.198,28.407,Kerala,India
1932,-6.095,-27.123,13.924,Khabarovsk,Russia
1932,-1.117,-17.02,17.844,Khakass,Russia
1932,-1.931,-20.008,16.801,Khanty Mansiy,Russia
1932,2.385,-18.191,18.248,Kirov,Russia
1932,-1.726,-20.94,15.142,Komi,Russia
1932,1.269,-18.373,17.491,Komi Permyak,Russia
1932,-6.271,-24.468,10.225,Koryak,Russia
1932,3.324,-16.761,18.204,Kostroma,Russia
1932,9.723,-6.347,21.547,Krasnodar,Russia
1932,-2.523,-18.88,18.526,Krasnoyarsk,Russia
1932,2.511,-15.167,18.827,Kurgan,Russia
1932,6.227,-13.852,19.83,Kursk,Russia
1932,4.442,-11.821,18.065,Leningrad,Russia
1932,7.784,-10.109,23.951,Liaoning,China
1932,5.785,-15.269,19.887,Lipetsk,Russia
1932,19.406,10.008,28.767,Louisiana,United States
1932,25.571,17.862,33.628,Madhya Pradesh,India
1932,-11.63,-35.787,10.893,Maga Buryatdan,Russia
1932,25.954,20.692,32.117,Maharashtra,India
1932,5.251,-9.773,18.562,Maine,United States
1932,21.412,14.259,25.678,Manipur,India
1932,-2.893,-22.285,17.117,Manitoba,Canada
1932,3.654,-17.767,19.45,Mariy El,Russia
1932,12.989,3.356,23.989,Maryland,United States
1932,8.472,-3.509,20.261,Massachusetts,United States
1932,25.718,24.898,26.819,Mato Grosso,Brazil
1932,23.79,20.263,26.369,Mato Grosso Do Sul,Brazil
1932,23.69,16.937,27.583,Meghalaya,India
1932,7.265,-3.974,20.142,Michigan,United States
1932,22.321,19.821,24.243,Minas Gerais,Brazil
1932,4.653,-11.425,21.057,Minnesota,United States
1932,17.944,7.93,28.271,Mississippi,United States
1932,12.727,-0.816,26.211,Missouri,United States
1932,23.632,17.022,27.236,Mizoram,India
1932,4.843,-9.256,19.242,Montana,United States
1932,4.761,-16.976,20.145,Mordovia,Russia
1932,5.095,-14.39,18.907,Moscow City,Russia
1932,5.081,-14.617,19,Moskva,Russia
1932,-0.129,-11.671,12.389,Murmansk,Russia
1932,21.584,14.484,26.163,Nagaland,India
1932,8.91,-7.074,24.752,Nebraska,United States
1932,3.771,-14.618,22.017,Nei Mongol,China
1932,-4.249,-21.078,12.076,Nenets,Russia
1932,9.062,-4.867,21.835,Nevada,United States
1932,4.576,-12.049,18.313,New Brunswick,Canada
1932,6.498,-6.632,19.07,New Hampshire,United States
1932,11.51,1.823,22.777,New Jersey,United States
1932,11.239,-1.467,23.05,New Mexico,United States
1932,17.112,8.922,27.406,New South Wales,Australia
1932,8.028,-3.291,20.063,New York,United States
1932,-1.17,-18.911,13.582,Newfoundland And Labrador,Canada
1932,8.348,-7.198,23.388,Ningxia Hui,China
1932,4.331,-16.788,19.707,Nizhegorod,Russia
1932,15.755,7.543,26.225,North Carolina,United States
1932,4.262,-12.839,21.124,North Dakota,United States
1932,6.153,-6.94,17.114,North Ossetia,Russia
1932,24.534,16.153,31.641,Northern Territory,Australia
1932,-9.963,-31.52,12.769,Northwest Territories,Canada
1932,6.291,-8.236,18.512,Nova Scotia,Canada
1932,4.758,-12.487,18.85,Novgorod,Russia
1932,1.614,-14.617,20.287,Novosibirsk,Russia
1932,-13.412,-34.117,7.941,Nunavut,Canada
1932,10.997,-0.412,22.807,Ohio,United States
1932,15.345,1.634,28.049,Oklahoma,United States
1932,1.431,-15.254,19.065,Omsk,Russia
1932,0.454,-15.856,17.02,Ontario,Canada
1932,7.807,-3.243,17.003,Oregon,United States
1932,5.751,-14.501,19.521,Orel,Russia
1932,3.741,-16.977,19.864,Orenburg,Russia
1932,26.14,19.881,31.358,Orissa,India
1932,9.964,-0.318,21.266,Pennsylvania,United States
1932,5.025,-17.114,20.572,Penza,Russia
1932,0.843,-18.639,17.129,Perm',Russia
1932,25.559,23.493,27.001,Pernambuco,Brazil
1932,1.838,-14.56,17.357,Primor'Ye,Russia
1932,5.689,-10.051,18.726,Prince Edward Island,Canada
1932,5.49,-11.053,19.446,Pskov,Russia
1932,27.079,24.318,29.327,Puducherry,India
1932,23.698,12.734,34.418,Punjab,India
1932,-1.662,-14.897,11.143,Qinghai,China
1932,23.028,14.62,29.474,Queensland,Australia
1932,26.093,17.108,34.216,Rajasthan,India
1932,9.856,-0.97,21.121,Rhode Island,United States
1932,22.371,19.338,25.288,Rio De Janeiro,Brazil
1932,27.175,26.101,27.804,Rio Grande Do Norte,Brazil
1932,19.193,12.765,25.008,Rio Grande Do Sul,Brazil
1932,25.877,24.528,27.313,Roraima,Brazil
1932,8.159,-11.804,21.812,Rostov,Russia
1932,5.199,-16.02,19.931,Ryazan',Russia
1932,-12.495,-38.9,13.844,Sakha,Russia
1932,-0.31,-14.579,13.474,Sakhalin,Russia
1932,4.347,-18.174,20.767,Samara,Russia
1932,18.833,13.371,23.065,Santa Catarina,Brazil
1932,5.666,-16.935,21.824,Saratov,Russia
1932,-0.896,-19.074,17.529,Saskatchewan,Canada
1932,25.457,23.233,26.616,Sergipe,Brazil
1932,11.383,-1.945,25.154,Shaanxi,China
1932,13.112,-1.709,27.308,Shandong,China
1932,15.879,3.511,28.893,Shanghai,China
1932,9.244,-5.41,23.991,Shanxi,China
1932,8.154,-1.648,17.126,Sichuan,China
1932,3.345,-5.458,10.962,Sikkim,India
1932,5.381,-13.063,19.248,Smolensk,Russia
1932,18.792,10.904,29.192,South Australia,Australia
1932,17.957,10.391,28.089,South Carolina,United States
1932,6.861,-10.083,23.316,South Dakota,United States
1932,8.658,-8.369,21.399,Stavropol',Russia
1932,0.987,-17.282,16.962,Sverdlovsk,Russia
1932,5.648,-16.026,20.411,Tambov,Russia
1932,26.471,23.662,28.752,Tamil Nadu,India
1932,10.675,6.963,14.337,Tasmania,Australia
1932,3.611,-18.064,19.703,Tatarstan,Russia
1932,-12.825,-34.225,10.38,Taymyr,Russia
1932,14.702,4.288,25.879,Tennessee,United States
1932,17.816,6.041,28.258,Texas,United States
1932,11.528,-4.376,26.371,Tianjin,China
1932,26.227,24.724,27.464,Tocantins,Brazil
1932,-0.083,-15.987,19.335,Tomsk,Russia
1932,25.074,18.327,28.37,Tripura,India
1932,5.318,-15.069,19.281,Tula,Russia
1932,-5.482,-25.747,15.313,Tuva,Russia
1932,4.74,-13.546,18.769,Tver',Russia
1932,1.096,-15.997,18.068,Tyumen',Russia
1932,2.483,-18.35,18.634,Udmurt,Russia
1932,4.374,-17.927,20.419,Ul'Yanovsk,Russia
1932,-1.764,-21.416,18.412,Ust Orda Buryat,Russia
1932,7.657,-8.091,21.384,Utah,United States
1932,25.09,15.412,34.22,Uttar Pradesh,India
1932,15.179,6.624,23.825,Uttaranchal,India
1932,6.267,-6.802,18.893,Vermont,United States
1932,13.59,7.634,21.318,Victoria,Australia
1932,13.691,4.235,24.51,Virginia,United States
1932,4.922,-15.639,19.611,Vladimir,Russia
1932,7.096,-14.571,22.157,Volgograd,Russia
1932,3.06,-15.671,17.262,Vologda,Russia
1932,6.652,-14.613,20.686,Voronezh,Russia
1932,7.453,-2.994,17.059,Washington,United States
1932,25.268,18.604,29.553,West Bengal,India
1932,11.771,1.711,22.519,West Virginia,United States
1932,22.236,14.758,30.282,Western Australia,Australia
1932,6.212,-7.793,21.192,Wisconsin,United States
1932,4.416,-11.006,19.153,Wyoming,United States
1932,5.464,-13.233,21.877,Xinjiang Uygur,China
1932,-2.556,-13.805,8.229,Xizang,China
1932,-6.598,-24.82,13.511,Yamal Nenets,Russia
1932,4.146,-15.282,18.378,Yaroslavl',Russia
1932,0.364,-19.954,19.379,Yevrey,Russia
1932,-8.634,-29.247,10.802,Yukon,Canada
1932,15.532,8.226,20.846,Yunnan,China
1932,16.29,4.689,28.385,Zhejiang,China
1933,25.826,24.23,26.999,Acre,Brazil
1933,8.752,-3.694,19.899,Adygey,Russia
1933,-2.807,-26.397,17.533,Aga Buryat,Russia
1933,18.197,8.776,26.228,Alabama,United States
1933,24.792,22.392,26.614,Alagoas,Brazil
1933,-6.2,-25.365,11.019,Alaska,United States
1933,-1.463,-24.513,15.464,Alberta,Canada
1933,0.181,-22.972,19.332,Altay,Russia
1933,26.075,25.24,27.135,Amazonas,Brazil
1933,-5.372,-32.882,17.004,Amur,Russia
1933,27.29,26.354,28.692,Andaman And Nicobar,India
1933,26.711,21.812,30.693,Andhra Pradesh,India
1933,15.072,-1.657,28.972,Anhui,China
1933,15.175,2.394,27.94,Arizona,United States
1933,16.767,4.905,26.88,Arkansas,United States
1933,-2.868,-17.28,14.302,Arkhangel'Sk,Russia
1933,14.007,5.875,20.152,Arunachal Pradesh,India
1933,21.962,14.236,26.884,Assam,India
1933,7.635,-10.456,24.568,Astrakhan',Russia
1933,11.349,4.723,17.025,Australian Capital Territory,Australia
1933,23.829,21.568,25.27,Bahia,Brazil
1933,0.71,-19.775,20.733,Bashkortostan,Russia
1933,8.456,-10.952,24.596,Beijing,China
1933,4.5,-12.698,20.771,Belgorod,Russia
1933,24.14,14.378,29.445,Bihar,India
1933,-0.892,-17.329,12.567,British Columbia,Canada
1933,3.921,-12.061,19.255,Bryansk,Russia
1933,-6.936,-31.386,13.199,Buryat,Russia
1933,13.93,3.631,24.88,California,United States
1933,12.823,2.954,20.628,Chandigarh,India
1933,7.42,-6.587,19.919,Chechnya,Russia
1933,0.451,-20.613,20.495,Chelyabinsk,Russia
1933,25.212,18.767,30.41,Chhattisgarh,India
1933,-6.217,-31.435,15.227,Chita,Russia
1933,16.354,2.117,28.319,Chongqing,China
1933,-11.663,-31.905,10.704,Chukot,Russia
1933,2.259,-16.505,21.831,Chuvash,Russia
1933,3.54,-8.236,17.622,City Of St. Petersburg,Russia
1933,7.576,-6.863,20.781,Colorado,United States
1933,9.579,-2.44,20.975,Connecticut,United States
1933,24.818,19.612,28.985,Dadra And Nagar Haveli,India
1933,9.041,-4.712,21.7,Dagestan,Russia
1933,26.285,21.932,29.415,Daman And Diu,India
1933,12.67,2.003,23.446,Delaware,United States
1933,24.519,12.736,33.428,Delhi,India
1933,12.596,1.611,23.626,District Of Columbia,United States
1933,21.591,19.03,23.414,Distrito Federal,Brazil
1933,-11.738,-37.267,11.943,Evenk,Russia
1933,22.207,17.042,27.522,Florida,United States
1933,18.536,6.694,27.977,Fujian,China
1933,5.715,-11.98,19.097,Gansu,China
1933,18.579,10.115,26.239,Georgia (State),United States
1933,25.616,23.645,28.338,Goa,India
1933,-5.107,-27.346,12.228,Gorno Altay,Russia
1933,21.114,9.313,28.901,Guangdong,China
1933,20.218,7.441,27.984,Guangxi,China
1933,15.726,2.162,25.289,Guizhou,China
1933,26.163,19.228,30.806,Gujarat,India
1933,24.208,16.117,28.728,Hainan,China
1933,23.647,11.502,33.136,Haryana,India
1933,21.7,20.235,22.994,Hawaii,United States
1933,8.651,-10.6,24.678,Hebei,China
1933,0.733,-23.874,21.83,Heilongjiang,China
1933,13.893,-3.099,28.356,Henan,China
1933,8.557,-3.022,17.273,Himachal Pradesh,India
1933,15.584,-0.186,28.574,Hubei,China
1933,16.828,1.429,28.82,Hunan,China
1933,5.505,-10.229,19.416,Idaho,United States
1933,12.132,-2.111,25.14,Illinois,United States
1933,12.087,-1.044,24.735,Indiana,United States
1933,6.556,-6.973,18.665,Ingush,Russia
1933,9.93,-5.995,25.143,Iowa,United States
1933,-6.343,-30.939,14.053,Irkutsk,Russia
1933,2.201,-15.8,20.4,Ivanovo,Russia
1933,2.69,-11.897,13.787,Jammu And Kashmir,India
1933,24.562,16.001,29.892,Jharkhand,India
1933,14.64,-1.917,28.792,Jiangsu,China
1933,17.391,2.369,29.022,Jiangxi,China
1933,3.718,-18.551,23.267,Jilin,China
1933,6.329,-7.488,18.451,Kabardin Balkar,Russia
1933,5.656,-7.356,18.191,Kaliningrad,Russia
1933,7.977,-9.245,23.835,Kalmyk,Russia
1933,2.997,-13.71,19.181,Kaluga,Russia
1933,-2.361,-20.851,11.563,Kamchatka,Russia
1933,13.777,-0.942,27.131,Kansas,United States
1933,7.153,-5.81,18.563,Karachay Cherkess,Russia
1933,0.606,-12.788,17.149,Karelia,Russia
1933,25.333,22.145,29.138,Karnataka,India
1933,-2.02,-24.785,17.111,Kemerovo,Russia
1933,14.033,2.317,24.656,Kentucky,United States
1933,26.169,24.961,28.439,Kerala,India
1933,-6.203,-32.853,14.864,Khabarovsk,Russia
1933,-3.884,-27.876,15.196,Khakass,Russia
1933,-4.743,-24.903,18.104,Khanty Mansiy,Russia
1933,0.378,-17.995,20.58,Kirov,Russia
1933,-3.768,-22.731,17.302,Komi,Russia
1933,-0.673,-19.45,19.966,Komi Permyak,Russia
1933,-6.293,-24.759,11.29,Koryak,Russia
1933,1.101,-16.974,20.008,Kostroma,Russia
1933,8.985,-4.343,21.109,Krasnodar,Russia
1933,-5.737,-30.454,15.512,Krasnoyarsk,Russia
1933,0.181,-21.741,20.824,Kurgan,Russia
1933,3.911,-12.963,19.907,Kursk,Russia
1933,2.659,-9.617,17.583,Leningrad,Russia
1933,6.963,-13.251,24.58,Liaoning,China
1933,3.341,-14.853,20.564,Lipetsk,Russia
1933,20.371,11.604,27.436,Louisiana,United States
1933,24.869,16.905,30.971,Madhya Pradesh,India
1933,-11.167,-36.381,13.383,Maga Buryatdan,Russia
1933,25.64,20.449,30.229,Maharashtra,India
1933,4.595,-11.682,17.81,Maine,United States
1933,21.281,13.672,25.689,Manipur,India
1933,-3.984,-27.922,16.895,Manitoba,Canada
1933,1.595,-16.919,21.384,Mariy El,Russia
1933,12.901,2.616,23.391,Maryland,United States
1933,8.181,-5.244,20.403,Massachusetts,United States
1933,25.466,23.11,26.982,Mato Grosso,Brazil
1933,23.575,17.891,26.232,Mato Grosso Do Sul,Brazil
1933,23.466,15.728,27.689,Meghalaya,India
1933,7.291,-6.625,21.216,Michigan,United States
1933,21.428,18.277,24.124,Minas Gerais,Brazil
1933,5.138,-13.337,22.106,Minnesota,United States
1933,18.793,9.239,26.688,Mississippi,United States
1933,13.676,-0.219,26.005,Missouri,United States
1933,23.417,16.316,26.684,Mizoram,India
1933,5.663,-9.881,20.638,Montana,United States
1933,2.511,-16.436,20.984,Mordovia,Russia
1933,2.718,-14.222,19.338,Moscow City,Russia
1933,2.723,-14.471,19.643,Moskva,Russia
1933,-1.368,-13.482,13.73,Murmansk,Russia
1933,21.55,14.12,26.112,Nagaland,India
1933,10.515,-5.133,24.883,Nebraska,United States
1933,3.022,-19.07,21.38,Nei Mongol,China
1933,-6.085,-20.624,12.724,Nenets,Russia
1933,9.552,-5.168,24.313,Nevada,United States
1933,3.681,-13.684,17.682,New Brunswick,Canada
1933,6.064,-8.883,19.318,New Hampshire,United States
1933,11.335,-0.273,22.726,New Jersey,United States
1933,12.051,0.05,23.63,New Mexico,United States
1933,17.062,9.637,24.116,New South Wales,Australia
1933,7.972,-5.567,21.409,New York,United States
1933,-2.111,-18.696,13.065,Newfoundland And Labrador,Canada
1933,8.052,-10.386,21.945,Ningxia Hui,China
1933,2.133,-16.505,21.037,Nizhegorod,Russia
1933,15.994,6.531,24.547,North Carolina,United States
1933,5.024,-13.327,22.32,North Dakota,United States
1933,5.695,-7.564,17.452,North Ossetia,Russia
1933,24.405,16.554,30.491,Northern Territory,Australia
1933,-11.15,-33.976,11.728,Northwest Territories,Canada
1933,5.887,-6.825,17.924,Nova Scotia,Canada
1933,2.809,-10.904,18.317,Novgorod,Russia
1933,-1.304,-24.405,19.338,Novosibirsk,Russia
1933,-14.533,-32.884,6.979,Nunavut,Canada
1933,11.39,-0.604,23.436,Ohio,United States
1933,16.636,3.426,28.45,Oklahoma,United States
1933,-1.303,-22.978,19.628,Omsk,Russia
1933,-0.489,-20.76,17.484,Ontario,Canada
1933,8.037,-2.795,18.818,Oregon,United States
1933,3.369,-13.772,19.719,Orel,Russia
1933,2.213,-19.851,22.965,Orenburg,Russia
1933,25.635,19.822,29.705,Orissa,India
1933,9.985,-1.385,21.888,Pennsylvania,United States
1933,2.781,-16.248,21.417,Penza,Russia
1933,-1.105,-20.401,19.718,Perm',Russia
